,업종명,인허가일자,업소명,소재지(도로명),소재지(지번),영업장면적(건물내부+건물외부),건물내부면적,건물외부면적,소재지전화,업태명,동,위도,경도
749,휴게음식점,2021-01-04,더포인(THE POIN),"서울특별시 강서구 강서로45길 118,",서울특별시 강서구 내발산동 712 103호,36.3,36.3,0.0,  02-2643-2902,커피숍,내발산동,37.5480348,126.8471727
750,휴게음식점,2021-01-12,커피면회소 양천향교역점,"서울특별시 강서구 양천로 344,",서울특별시 강서구 마곡동 776-2 마곡센트럴대방디엠시티오피스텔 150-1호,21.77,21.77,0.0,  02-3662-8014,커피숍,마곡동 ,37.5580856,126.8353024
751,휴게음식점,2021-01-14,U Cafe(유카페),"서울특별시 강서구 강서로 239,",서울특별시 강서구 화곡동 1006-10 (지상 1층) 10호,31.4,31.4,0.0,02-1111-1111,커피숍,화곡동 ,37.5722534,126.8088774
752,휴게음식점,2021-01-18,히든플래닛,"서울특별시 강서구 화곡로21길 52,",서울특별시 강서구 화곡동 1035-23 1층 ,72.1,72.1,0.0,02-1111-1111,커피숍,화곡동 ,37.55029775,126.83514165
753,휴게음식점,2021-01-20,잠바주스 김포점,"서울특별시 강서구 하늘길 233,",서울특별시 강서구 공항동 1373-5 골프포트 1층 A동 ,62.7,62.7,0.0,  02-2665-0805,커피숍,공항동 ,37.5611331,126.8122158
754,휴게음식점,2021-02-05,ileen(카페알린),"서울특별시 강서구 강서로47길 19,",서울특별시 강서구 내발산동 700 발산시장(지상 1층) ,20.0,20.0,0.0, 070-5208-5485,커피숍,내발산동,37.5574239,126.8330084
755,휴게음식점,2021-02-10,cafe 희&희,"서울특별시 강서구 화곡로61길 122,",서울특별시 강서구 등촌동 663-13 1층 ,69.54,69.54,0.0,  02-6012-6676,커피숍,등촌동 ,37.5682189,126.8279128
756,휴게음식점,2021-02-18,스타벅스 강서구청사거리점,"서울특별시 강서구 화곡로 350,","서울특별시 강서구 화곡동 1111 SJ라벨라 1층 104, 105, 106,107호 ",243.0,243.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5580856,126.8353024
757,휴게음식점,2021-02-19,노니카페,"서울특별시 강서구 양천로14길 37,",서울특별시 강서구 방화동 868 신안네트빌1단지 103호,25.92,25.92,0.0,02-1111-1111,커피숍,방화동 ,37.5598152,126.8129718
758,휴게음식점,2021-02-22,자작나무,"서울특별시 강서구 화곡로44길 3,",서울특별시 강서구 화곡동 24-18 강서파크뷰 투웨니퍼스트 102호,54.1,54.1,0.0,02-1111-1111,커피숍,화곡동 ,37.5420589,126.842453
759,휴게음식점,2021-02-23,드롭탑 마곡파인스퀘어점,"서울특별시 강서구 마곡중앙4로 22,",서울특별시 강서구 마곡동 799-11 파인스퀘어 1층 A127호,40.56,40.56,0.0,02-1111-1111,커피숍,마곡동 ,37.5300469,126.8454693
760,휴게음식점,2021-02-24,더벤티 개화산역점,"서울특별시 강서구 양천로10길 38,",서울특별시 강서구 방화동 904 신마곡벽산블루밍 판매시설2동 105동 106호 ,34.47,34.47,0.0,  02-2667-0647,커피숍,방화동 ,37.5578196,126.8119134
761,휴게음식점,2021-02-25,쥬씨 프레소 강서직영점,"서울특별시 강서구 강서로 33,",서울특별시 강서구 화곡동 343-61 1층 ,99.17,99.17,0.0,02-1111-1111,커피숍,화곡동 ,37.5597274,126.8333686
762,휴게음식점,2021-02-25,스타벅스 등촌대로점,"서울특별시 강서구 공항대로 543,","서울특별시 강서구 염창동 274-17 센터스퀘어(지상 1층) 104-2.105,106 ",270.73,270.73,0.0,02-1111-1111,커피숍,염창동 ,37.56061995,126.8465906
763,휴게음식점,2021-02-25,꽃밀,"서울특별시 강서구 마곡중앙2로 15,",서울특별시 강서구 마곡동 799-17 2동 214호,30.0,30.0,0.0,02-1111-1111,커피숍,마곡동 ,37.5682189,126.8279128
764,휴게음식점,2021-02-26,Cafe. Passante,"서울특별시 강서구 마곡중앙로 161-1,","서울특별시 강서구 마곡동 760-2 마곡나루역캐슬파크, 1층 113호",42.62,42.62,0.0,02-1111-1111,커피숍,마곡동 ,37.5686844,126.8386029
765,휴게음식점,2021-03-04,텐퍼센트커피,"서울특별시 강서구 마곡중앙4로 22,",서울특별시 강서구 마곡동 799-11 파인스퀘어 A동 112호,58.48,58.48,0.0,02-1111-1111,커피숍,마곡동 ,37.5508352,126.8352338
766,휴게음식점,2021-03-05,dearday(디어데이),"서울특별시 강서구 공항대로8길 46,",서울특별시 강서구 공항동 55-116 1층 ,40.0,40.0,0.0,02-1111-1111,커피숍,공항동 ,37.5535252,126.871079
767,휴게음식점,2021-03-15,더벤티,"서울특별시 강서구 화곡로 158,",서울특별시 강서구 화곡동 1074-17 세림빌딩 1층 ,26.4,26.4,0.0,02-1111-1111,커피숍,화곡동 ,37.5332362,126.8472185
768,,,,,,,,,,,,37.5611331,126.8122158
769,휴게음식점,2021-03-22,비쥬디저트샵,"서울특별시 강서구 곰달래로 223,",서울특별시 강서구 화곡동 836-5 화곡동상가 105호,23.1,23.1,0.0,02-1111-1111,커피숍,화곡동 ,37.5611331,126.8122158
770,휴게음식점,2021-03-22,얌얌커피,"서울특별시 강서구 송정로 38,",서울특별시 강서구 공항동 55-36 1층 ,30.0,30.0,0.0, 070-4151-3668,커피숍,공항동 ,37.559803,126.8558032
771,휴게음식점,2021-03-24,남대문커피,"서울특별시 강서구 마곡동로3길 6,","서울특별시 강서구 마곡동 774-11 NY타워, 1층 107~108호 ",183.1,183.1,0.0,02-1111-1111,커피숍,마곡동 ,37.5634535,126.8376166
772,휴게음식점,2021-03-26,컴포즈커피 등촌3동점,"서울특별시 강서구 공항대로41길 66,",서울특별시 강서구 등촌동 698-1 세신등촌종합상가 132호,29.6,29.6,0.0,  02-3664-5685,커피숍,등촌동 ,37.5597981,126.8087123
773,휴게음식점,2021-03-29,랄키커피 마곡점,"서울특별시 강서구 마곡중앙로 76,",서울특별시 강서구 마곡동 773 힐스테이트에코마곡역 121호,42.04,42.04,0.0,  02-6954-7732,커피숍,마곡동 ,37.5611331,126.8122158
774,휴게음식점,2021-03-29,랄키커피 양천향교점,"서울특별시 강서구 마곡동로10길 23,",서울특별시 강서구 마곡동 776 마곡파크뷰대방디엠시티오피스텔 132호,52.04,52.04,0.0,  02-2135-6621,커피숍,마곡동 ,37.5508352,126.8352338
775,휴게음식점,2021-03-29,서양콩차,"서울특별시 강서구 강서로 348,",서울특별시 강서구 내발산동 657 우장산힐스테이트 상가1동 102-4호,23.93,23.93,0.0,02-1111-1111,커피숍,내발산동,37.5611331,126.8122158
776,휴게음식점,2021-03-30,팔공티 (염창점),"서울특별시 강서구 양천로69길 19,",서울특별시 강서구 염창동 244-15 세우빌딩 1층 ,33.3,33.3,0.0,  02-3662-4207,커피숍,염창동 ,37.5682189,126.8279128
777,휴게음식점,2021-03-31,에어리 가든,"서울특별시 강서구 곰달래로25길 5,",서울특별시 강서구 화곡동 342-45 1층 ,20.0,20.0,0.0,02-1111-1111,커피숍,화곡동 ,37.562459,126.8129782
778,휴게음식점,2021-03-31,앤덴커피,"서울특별시 강서구 공항대로 195,",서울특별시 강서구 마곡동 773-3 힐스테이트에코동익 122호,40.92,40.92,0.0,  02-6014-6601,커피숍,마곡동 ,37.5547207,126.8615232
779,휴게음식점,2021-04-05,이크 케이크(EEK CAKE),"서울특별시 강서구 공항대로 190,",서울특별시 강서구 마곡동 799-2 푸리마타워 514호,33.0,33.0,0.0,02-1111-1111,커피숍,마곡동 ,37.5508352,126.8352338
780,휴게음식점,2021-04-06,모닐이네 하우스,"서울특별시 강서구 양천로 344,",서울특별시 강서구 마곡동 776-2 마곡센트럴대방디엠시티오피스텔 1층 113호,33.73,33.73,0.0,02-1111-1111,커피숍,마곡동 ,37.5508352,126.8352338
781,휴게음식점,2021-04-09,커피체리,"서울특별시 강서구 마곡중앙8로5길 11,",서울특별시 강서구 마곡동 791-5 마곡파인스퀘어Ⅲ 106호,26.28,26.28,0.0,02-1111-1111,커피숍,마곡동 ,37.558542,126.8218699
782,휴게음식점,2021-04-14,소장식물전,"서울특별시 강서구 공항대로2길 36,",서울특별시 강서구 공항동 66-60 1층 ,63.14,63.14,0.0,02-1111-1111,커피숍,공항동 ,37.5533833,126.8527895
783,휴게음식점,2021-04-15,카페 헤이스(cafe heyth),"서울특별시 강서구 공항대로 213,","서울특별시 강서구 마곡동 774-2 보타닉파크타워2, 1층 110호",38.61,38.61,0.0,  02-2135-6165,커피숍,마곡동 ,37.558542,126.8218699
784,휴게음식점,2021-04-19,드디어커피 마곡점,"서울특별시 강서구 강서로 447,","서울특별시 강서구 마곡동 784-4 미르웰플러스오피스텔, 1층 112호",41.42,41.42,0.0,02-1111-1111,커피숍,마곡동 ,37.5380043,126.8391981
785,휴게음식점,2021-04-19,Yogur Yogur (요거요거),"서울특별시 강서구 공항대로 212,",서울특별시 강서구 마곡동 800-1 문영 퀸즈파크11차 223호,33.34,33.34,0.0,02-1111-1111,커피숍,마곡동 ,37.5420589,126.842453
786,휴게음식점,2021-04-19,담다,"서울특별시 강서구 마곡중앙로 59-11,",서울특별시 강서구 마곡동 798-8 엠비즈타워 107호,44.64,44.64,0.0,02-1111-1111,커피숍,마곡동 ,37.5420589,126.842453
787,휴게음식점,2021-04-21,허니빈,"서울특별시 강서구 공항대로7길 19,",서울특별시 강서구 공항동 22 해봉빌딩 1층 104호,9.9,9.9,0.0,02-1111-1111,커피숍,공항동 ,37.5394834,126.8477853
788,휴게음식점,2021-04-23,메멘토케이크,"서울특별시 강서구 공항대로55길 10,",서울특별시 강서구 등촌동 650 1층 ,19.8,19.8,0.0,0507-1421-3240,커피숍,등촌동 ,37.5508352,126.8352338
789,휴게음식점,2021-04-26,이디야커피 내발산점,"서울특별시 강서구 강서로 304,","서울특별시 강서구 내발산동 677-11 영종빌딩, 1층 1,2,3호 ",67.2,67.2,0.0,02-1111-1111,커피숍,내발산동,37.5682189,126.8279128
790,휴게음식점,2021-04-26,THE LILY 더릴리,"서울특별시 강서구 강서로 38,",서울특별시 강서구 화곡동 342-58 (지상 1층) ,55.0,55.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5722534,126.8088774
791,휴게음식점,2021-04-27,파파인(PAPAIN),"서울특별시 강서구 마곡중앙1로 10,",서울특별시 강서구 마곡동 798-17 119호,28.61,28.61,0.0,02-1111-1111,커피숍,마곡동 ,37.5420589,126.842453
792,휴게음식점,2021-04-30,냉큼오레오,"서울특별시 강서구 화곡로58길 39,",서울특별시 강서구 화곡동 1115-35 (지상 2층) ,62.7,62.7,0.0,02-1111-1111,커피숍,화곡동 ,37.5611331,126.8122158
793,휴게음식점,2021-05-03,주니아 마곡점,"서울특별시 강서구 마곡중앙1로 10,",서울특별시 강서구 마곡동 798-17 121호,44.4,44.4,0.0,  02-6449-1102,커피숍,마곡동 ,37.5327556,126.8491071
794,휴게음식점,2021-05-03,팝잇 커피브런치디저트분식,"서울특별시 강서구 화곡로24길 44,",서울특별시 강서구 화곡동 1085-23 (지상 1층) 2호,17.36,17.36,0.0,02-1111-1111,커피숍,화곡동 ,37.5420589,126.842453
795,휴게음식점,2021-05-03,체르보,"서울특별시 강서구 화곡로 176-17,",서울특별시 강서구 화곡동 143-40 태민빌딩 2층 201호,18.0,18.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5605226,126.8107803
796,휴게음식점,2021-05-04,쉬즈베이글 화곡점,"서울특별시 강서구 화곡로 196,",서울특별시 강서구 화곡동 109-16 102호,27.0,27.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5300469,126.8454693
797,휴게음식점,2021-05-06,카페인중독 화곡점,"서울특별시 강서구 까치산로4길 65,",서울특별시 강서구 화곡동 102-12 (지상 1층) ,28.0,28.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5336745,126.8398515
798,휴게음식점,2021-05-06,매머드커피 익스프레스 양천향교역점,"서울특별시 강서구 강서로 455,",서울특별시 강서구 마곡동 784-2 마곡경동미르웰 1층 101동 117호,43.05,43.05,0.0,  02-3665-4069,커피숍,마곡동 ,37.5611331,126.8122158
799,휴게음식점,2021-05-07,오우야 에스프레소바 마곡나루점,"서울특별시 강서구 마곡중앙로 161-22,",서울특별시 강서구 마곡동 758-2 마곡일성트루엘플래닛 117호,33.71,33.71,0.0,02-1111-1111,커피숍,마곡동 ,37.5603397,126.833454
800,휴게음식점,2021-05-10,앵글드(Angled),"서울특별시 강서구 양천로10길 38,","서울특별시 강서구 방화동 904 신마곡벽산블루밍 상가103동101,102호 ",58.0,58.0,0.0,02-1111-1111,커피숍,방화동 ,37.5574239,126.8330084
801,휴게음식점,2021-05-11,카페 비토,"서울특별시 강서구 화곡로 416,",서울특별시 강서구 등촌동 628-9 가양역 더스카이밸리5차 지식산업센터 132-1호,33.6,33.6,0.0,  02-2109-1000,커피숍,등촌동 ,37.5611331,126.8122158
802,휴게음식점,2021-05-14,투썸플레이스 발산W타워점,"서울특별시 강서구 공항대로 222,",서울특별시 강서구 마곡동 800-4 발산W타워 101~102호 ,134.4,134.4,0.0,  02-6954-7735,커피숍,마곡동 ,37.5480633,126.8520284
803,휴게음식점,2021-05-14,미미쥬빌레,"서울특별시 강서구 강서로16길 35,",서울특별시 강서구 화곡동 340-27 1층 102호,12.0,12.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5420589,126.842453
804,휴게음식점,2021-05-14,컴포즈커피 화곡우장초점,"서울특별시 강서구 화곡로 274,","서울특별시 강서구 화곡동 982-17 크라운뷰, 크라운타워 102호",36.27,36.27,0.0,02-1111-1111,커피숍,화곡동 ,37.5665894,126.8140655
805,휴게음식점,2021-05-14,테베르 베이크,"서울특별시 강서구 공항대로4길 16,",서울특별시 강서구 공항동 42-15 1층 102호,33.09,33.09,0.0, 070-7537-2394,커피숍,공항동 ,37.5611331,126.8122158
806,휴게음식점,2021-05-14,칠백상회(카페700),"서울특별시 강서구 곰달래로 104,",서울특별시 강서구 화곡동 918-21 기룡빌딩 3층 ,13.86,13.86,0.0,02-1111-1111,커피숍,화곡동 ,37.5603397,126.833454
807,휴게음식점,2021-05-14,원카페,"서울특별시 강서구 월정로30나길 36,",서울특별시 강서구 화곡동 362-170 1층 ,18.0,18.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5611331,126.8122158
808,휴게음식점,2021-05-18,슈퍼커피 마곡점,"서울특별시 강서구 공항대로 190,",서울특별시 강서구 마곡동 799-2 푸리마타워 1층 109호,33.34,33.34,0.0,02-1111-1111,커피숍,마곡동 ,37.5677465,126.8023922
809,휴게음식점,2021-05-18,더플롯커피,"서울특별시 강서구 마곡중앙6로 45,",서울특별시 강서구 마곡동 772-5 리더스퀘어마곡 111호,41.6,41.6,0.0, 070-8778-7076,커피숍,마곡동 ,37.547580350000004,126.87508105
810,휴게음식점,2021-05-20,탐앤탐스 마곡 이너매스점,"서울특별시 강서구 마곡중앙2로 35,","서울특별시 강서구 마곡동 800-15 이너매스마곡Ⅱ 1층 108,1호",139.89,139.89,0.0,  02-8670-4545,커피숍,마곡동 ,37.5595076,126.8354829
811,휴게음식점,2021-05-20,카페홈즈,"서울특별시 강서구 공항대로 220,",서울특별시 강서구 마곡동 800-3 우성에스비타워Ⅱ 1층 114호,38.15,38.15,0.0,  02-2039-0061,커피숍,마곡동 ,37.5324689,126.8409039
812,휴게음식점,2021-05-21,카페인싸,"서울특별시 강서구 까치산로20가길 22,",서울특별시 강서구 화곡동 960-1 1층 101호,51.4,51.4,0.0,02-1111-1111,커피숍,화곡동 ,37.5656569,126.809548
813,휴게음식점,2021-05-25,매머드익스프레스 가양스카이밸리점,"서울특별시 강서구 화곡로 416,",서울특별시 강서구 등촌동 628-9 가양역 더스카이밸리5차 지식산업센터 138호,36.01,36.01,0.0,02-1111-1111,커피숍,등촌동 ,37.5551091,126.8398241
814,휴게음식점,2021-05-25,카페민잇,"서울특별시 강서구 방화동로12길 15,",서울특별시 강서구 방화동 607-172 1층 103호,23.0,23.0,0.0,  02-2661-2220,커피숍,방화동 ,37.5611331,126.8122158
815,휴게음식점,2021-05-26,론드리프로젝트 센터스퀘어점,"서울특별시 강서구 공항대로 543,",서울특별시 강서구 염창동 312 센터스퀘어 1층 101호,47.32,47.32,0.0,02-1111-1111,커피숍,염창동 ,37.5702422,126.8119273
816,휴게음식점,2021-05-26,J coffee,"서울특별시 강서구 마곡중앙6로 21,",서울특별시 강서구 마곡동 771-4 이너매스마곡Ⅰ 지상 1층 110호,61.2,61.2,0.0,  02-6955-9555,커피숍,마곡동 ,37.5420589,126.842453
817,휴게음식점,2021-05-27,지에스25 마곡9단지점,"서울특별시 강서구 공항대로 103,",서울특별시 강서구 마곡동 744 1층 103호,3.3,3.3,0.0,02-1111-1111,커피숍,마곡동 ,37.5682189,126.8279128
818,,,,,,,,,,,,37.5552582,126.8202411
819,휴게음식점,2021-05-28,체크 롯데몰 김포공항점,"서울특별시 강서구 하늘길 38,",서울특별시 강서구 방화동 886 지하1층(MF층) ,41.29,41.29,0.0,02-1111-1111,커피숍,방화동 ,37.561647,126.8295852
820,휴게음식점,2021-05-31,From Viet(프롬비엣),"서울특별시 강서구 공항대로75길 30,",서울특별시 강서구 염창동 282 삼정그린코아 1층 상가동 101호,63.82,63.82,0.0,02-1111-1111,커피숍,염창동 ,37.5552582,126.8202411
821,휴게음식점,2021-05-31,프레베리,"서울특별시 강서구 마곡동로4길 23,","서울특별시 강서구 마곡동 797-12 루체브릿지 1층 101,1호",78.82,78.82,0.0,  02-2668-7999,커피숍,마곡동 ,37.5634535,126.8376166
822,휴게음식점,2021-06-01,씨유 화곡행복점,"서울특별시 강서구 강서로17길 89,",서울특별시 강서구 화곡동 421-16 오화주택 1층 102호,3.3,3.3,0.0,02-1111-1111,커피숍,화곡동 ,37.5563547,126.8611396
823,휴게음식점,2021-06-02,지에스25 개화행복점,"서울특별시 강서구 개화동로23길 35,",서울특별시 강서구 방화동 646-101 1층 ,3.3,3.3,0.0,02-1111-1111,커피숍,방화동 ,37.5370449,126.8357507
824,휴게음식점,2021-06-02,에스뜨레야,"서울특별시 강서구 우장산로 7,",서울특별시 강서구 내발산동 665-24 장원빌딩 1층 ,28.0,28.0,0.0,02-1111-1111,커피숍,내발산동,37.5634535,126.8376166
825,휴게음식점,2021-06-03,반달커피 서울마곡점,"서울특별시 강서구 공항대로 194,",서울특별시 강서구 마곡동 799-3 문영 퀸즈파크12차 111호,48.79,48.79,0.0,02-1111-1111,커피숍,마곡동 ,37.5574239,126.8330084
826,,,,,,,,,,,,37.5630967,126.8093859
827,휴게음식점,2021-06-07,카페 데일리,"서울특별시 강서구 금낭화로 234,",서울특별시 강서구 방화동 801 국제청소년센터 1층 ,12.5,12.5,0.0,02-1111-1111,커피숍,방화동 ,37.5603397,126.833454
828,휴게음식점,2021-06-09,컴포즈커피 강서구청점,"서울특별시 강서구 화곡로 313,",서울특별시 강서구 화곡동 1105-5 1층 ,79.33,79.33,0.0,02-1111-1111,커피숍,화곡동 ,37.5580856,126.8353024
829,휴게음식점,2021-06-11,오슬로우 마곡나루점,"서울특별시 강서구 마곡중앙로 161-22,",서울특별시 강서구 마곡동 758-2 마곡일성트루엘플래닛 1층 B동 121호,25.68,25.68,0.0, 070-4175-7088,커피숍,마곡동 ,37.562459,126.8129782
830,휴게음식점,2021-06-14,어울림,"서울특별시 강서구 마곡서로 152,",서울특별시 강서구 마곡동 759-1 두산더랜드타워 1층 A동 102호,37.21,37.21,0.0,  02-6989-9738,커피숍,마곡동 ,37.5394834,126.8477853
831,휴게음식점,2021-06-14,스페이스K 서울,"서울특별시 강서구 마곡중앙8로 32,",서울특별시 강서구 마곡동 772 스페이스K 서울 1층 ,20.0,20.0,0.0,  02-3665-8918,커피숍,마곡동 ,37.5702422,126.8119273
832,휴게음식점,2021-06-15,에이 썸,"서울특별시 강서구 마곡서로 133,",서울특별시 강서구 마곡동 743-4 마곡엠밸리7단지 1층 704동 102호,13.2,13.2,0.0,02-1111-1111,커피숍,마곡동 ,37.5630967,126.8093859
833,휴게음식점,2021-06-15,레드플랜트 마곡점,"서울특별시 강서구 마곡중앙8로5길 11,",서울특별시 강서구 마곡동 791-5 마곡파인스퀘어Ⅲ 1층 101호,36.48,36.48,0.0,02-1111-1111,커피숍,마곡동 ,37.5682189,126.8279128
834,휴게음식점,2021-06-16,베라카케이크,"서울특별시 강서구 화곡로68길 136-2,",서울특별시 강서구 등촌동 636-3 라움 팰리스 지하1층 101호,57.74,57.74,0.0,02-1111-1111,커피숍,등촌동 ,37.5661345,126.8089898
835,휴게음식점,2021-06-16,GS25 화곡나누리점,"서울특별시 강서구 가로공원로 188,",서울특별시 강서구 화곡동 372-2 1층 ,3.3,3.3,0.0,02-1111-1111,커피숍,화곡동 ,37.5324689,126.8409039
836,휴게음식점,2021-06-16,컴포즈커피 마곡파인스퀘어점,"서울특별시 강서구 마곡중앙8로5길 11,",서울특별시 강서구 마곡동 791-5 마곡파인스퀘어Ⅲ(지상 1층) 108호,29.7,29.7,0.0, 070-8770-2123,커피숍,마곡동 ,37.5714536,126.8402389
837,휴게음식점,2021-06-17,어반디저트,"서울특별시 강서구 마곡중앙2로 5,",서울특별시 강서구 마곡동 799-6 메트로비즈타워 1층 114호,32.8,32.8,0.0,02-1111-1111,커피숍,마곡동 ,37.5324689,126.8409039
838,휴게음식점,2021-06-21,씨유 방화리치점,"서울특별시 강서구 방화동로 107,",서울특별시 강서구 방화동 580-13 1층 ,3.3,3.3,0.0,02-1111-1111,커피숍,방화동 ,37.5562298,126.8147639
839,휴게음식점,2021-06-21,그린데이,"서울특별시 강서구 마곡중앙6로 45,",서울특별시 강서구 마곡동 772-5 리더스퀘어마곡 135호,36.72,36.72,0.0,02-1111-1111,커피숍,마곡동 ,37.559803,126.8558032
840,휴게음식점,2021-06-21,커피사피엔스 파인스퀘어 마곡,"서울특별시 강서구 마곡중앙4로 22,",서울특별시 강서구 마곡동 799-11 파인스퀘어 A109호,46.8,46.8,0.0,  02-2665-7223,커피숍,마곡동 ,37.5611331,126.8122158
841,휴게음식점,2021-06-23,웨알유 커피(WRU Coffee)),"서울특별시 강서구 공항대로7길 15,",서울특별시 강서구 공항동 22-170 1층 ,70.6,70.6,0.0,02-1111-1111,커피숍,공항동 ,37.5574239,126.8330084
842,휴게음식점,2021-06-23,이디야 화곡본동시장점,"서울특별시 강서구 까치산로4길 11,",서울특별시 강서구 화곡동 98-83 1층 ,53.0,53.0,0.0,02-1111-1111,커피숍,화곡동 ,37.559803,126.8558032
843,휴게음식점,2021-06-24,와플대학 방화역캠퍼스,"서울특별시 강서구 금낭화로 136,",서울특별시 강서구 방화동 830-1 에어뷰21-2오피스텔 113호,27.3,27.3,0.0,  02-2664-3133,커피숍,방화동 ,37.5351365,126.8468487
844,휴게음식점,2021-06-25,캔다방 공항시장역점,"서울특별시 강서구 방화동로 32,",서울특별시 강서구 공항동 22-30 1층 ,66.0,66.0,0.0,  02-2662-7677,커피숍,공항동 ,37.559803,126.8558032
845,휴게음식점,2021-06-30,좋은카페,"서울특별시 강서구 마곡중앙로 59-21,","서울특별시 강서구 마곡동 798-5 에이스타워Ⅱ 2층 201,202호",80.66,80.66,0.0,02-1111-1111,커피숍,마곡동 ,37.555050300000005,126.8172414
846,휴게음식점,2021-06-30,어썸밀,"서울특별시 강서구 개화동로23길 27,",서울특별시 강서구 방화동 648-54 1층 ,102.66,102.66,0.0,02-1111-1111,커피숍,방화동 ,37.5611331,126.8122158
847,휴게음식점,2021-06-30,웰시커피,"서울특별시 강서구 강서로17길 121,",서울특별시 강서구 화곡동 358-8 1층 ,23.0,23.0,0.0,02-1111-1111,커피숍,화곡동 ,37.559803,126.8558032
848,휴게음식점,2021-07-05,컴포즈커피 가양양천초점,"서울특별시 강서구 양천로49길 43,",서울특별시 강서구 가양동 250-1 1층 102호,45.39,45.39,0.0,02-1111-1111,커피숍,가양동 ,37.5366947,126.8550295
849,휴게음식점,2021-07-05,브라이트(bright bake house),"서울특별시 강서구 강서로17길 42,",서울특별시 강서구 화곡동 353-91 1층 ,43.0,43.0,0.0,02-1111-1111,커피숍,화곡동 ,37.5603397,126.833454
850,휴게음식점,2021-07-05,카페 도란도란,"서울특별시 강서구 방화대로7길 48,",서울특별시 강서구 공항동 737 1층 ,23.0,23.0,0.0, 070-8691-1200,커피숍,공항동 ,37.5351937,126.8399443
851,휴게음식점,2021-07-12,모리셔스브라운 가양홈플러스점,"서울특별시 강서구 양천로 431,","서울특별시 강서구 가양동 18-24 홈플러스가양점 X5, YB호 ",64.1,64.1,0.0,02-1111-1111,커피숍,가양동 ,37.5420589,126.842453
852,휴게음식점,2021-07-14,컴포즈커피 강서세무서점,"서울특별시 강서구 공항대로 103,",서울특별시 강서구 마곡동 744 판매시설2동 103(일부)호 ,41.9,41.9,0.0,  02-2663-0912,커피숍,마곡동 ,37.561647,126.8295852
853,휴게음식점,2021-07-16,로프트 컴퍼니,"서울특별시 강서구 마곡중앙2로 35,",서울특별시 강서구 마곡동 800-15 이너매스마곡Ⅱ B120호 ,4.84,4.84,0.0, 070-8775-0035,커피숍,마곡동 ,37.5771893,126.7969481
854,휴게음식점,2021-07-16,카페 환희,"서울특별시 강서구 양천로 344,",서울특별시 강서구 마곡동 776-2 마곡센트럴대방디엠시티오피스텔 1층 B동 148-2호,41.99,41.99,0.0,02-1111-1111,커피숍,마곡동 ,37.5603397,126.833454
855,휴게음식점,2021-07-16,메가엠지씨커피 까치산시장점,"서울특별시 강서구 강서로18나길 1,",서울특별시 강서구 화곡동 339-15 1층 ,69.5,69.5,0.0,02-1111-1111,커피숍,화곡동 ,37.5708268,126.8175196
856,휴게음식점,2021-07-20,어썸즈프루트,"서울특별시 강서구 양천로 344,",서울특별시 강서구 마곡동 776-2 마곡센트럴대방디엠시티오피스텔 B108-1호호,22.43,22.43,0.0,02-1111-1111,커피숍,마곡동 ,37.5657144,126.8412221
857,휴게음식점,2021-07-22,씨엘로커피,"서울특별시 강서구 방화대로6길 9,",서울특별시 강서구 공항동 1355-18 윤근빌딩 1층 우측호,13.2,13.2,0.0,  02-2661-9987,커피숍,공항동 ,37.549762099999995,126.8689080513735
858,휴게음식점,2021-07-23,매머드익스프레스 우장산롯데캐슬점,"서울특별시 강서구 공항대로 382,","서울특별시 강서구 화곡동 1145 우장산롯데캐슬아파트, 1층 106호",29.65,29.65,0.0,02-1111-1111,커피숍,화곡동 ,37.5611331,126.8122158
859,휴게음식점,2021-07-28,메가엠지씨커피 가양중앙점,"서울특별시 강서구 양천로 461,",서울특별시 강서구 가양동 1480-8 주영빌딩 1층 106호,52.8,52.8,0.0,02-1111-1111,커피숍,가양동 ,37.529639,126.847149
860,휴게음식점,2021-07-29,메가엠지씨커피 화곡남부시장점,"서울특별시 강서구 곰달래로49길 11,",서울특별시 강서구 화곡동 836-3 1층 ,66.12,66.12,0.0,02-1111-1111,커피숍,화곡동 ,37.5508352,126.8352338
861,휴게음식점,2021-07-30,유캔두잇(마곡점),"서울특별시 강서구 마곡중앙6로 10,",서울특별시 강서구 마곡동 773-1 마곡역센트럴푸르지오시티 113호,37.16,37.16,0.0,  02-2659-0227,커피숍,마곡동 ,37.5420589,126.842453
862,휴게음식점,2021-07-30,과일바다 화곡점,"서울특별시 강서구 가로공원로80길 55,",서울특별시 강서구 화곡동 366-59 1층 ,22.01,22.01,0.0,02-1111-1111,커피숍,화곡동 ,37.5502717,126.8491135
863,휴게음식점,2021-07-30,스타벅스 가양역사거리점,"서울특별시 강서구 화곡로 416,",서울특별시 강서구 등촌동 628-9 가양역 더스카이밸리5차 지식산업센터1층 ,268.99,268.99,0.0,  02-2131-2983,커피숍,등촌동 ,37.55540305,126.81721635631277
